data_source,event_id,session_id,participant_id,occurred_at,event_name,funnel_step,event_value
synthetic_course_demo,EV0285,S0061,P018,2026-08-04T10:10:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0286,S0061,P018,2026-08-04T10:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0287,S0061,P018,2026-08-04T10:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0288,S0061,P018,2026-08-04T10:10:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0289,S0062,P025,2026-08-05T17:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0290,S0062,P025,2026-08-05T17:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0291,S0062,P025,2026-08-05T17:40:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0292,S0063,P023,2026-08-06T09:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0293,S0063,P023,2026-08-06T09:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0294,S0063,P023,2026-08-06T09:10:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0295,S0063,P023,2026-08-06T09:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0296,S0063,P023,2026-08-06T09:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0297,S0063,P023,2026-08-06T09:10:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0298,S0064,P038,2026-08-07T18:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0299,S0064,P038,2026-08-07T18:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0300,S0064,P038,2026-08-07T18:30:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0301,S0064,P038,2026-08-07T18:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0302,S0065,P033,2026-08-08T16:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0303,S0065,P033,2026-08-08T16:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0304,S0065,P033,2026-08-08T16:00:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0305,S0066,P039,2026-08-09T14:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0306,S0066,P039,2026-08-09T14:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0307,S0066,P039,2026-08-09T14:40:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0308,S0066,P039,2026-08-09T14:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0309,S0066,P039,2026-08-09T14:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0310,S0066,P039,2026-08-09T14:40:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0311,S0067,P032,2026-08-10T13:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0312,S0067,P032,2026-08-10T13:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0313,S0067,P032,2026-08-10T13:30:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0314,S0067,P032,2026-08-10T13:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0315,S0067,P032,2026-08-10T13:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0316,S0068,P038,2026-08-11T16:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0317,S0068,P038,2026-08-11T16:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0318,S0068,P038,2026-08-11T16:00:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0319,S0068,P038,2026-08-11T16:00:00+09:00,routine_start,4,
synthetic_course_demo,EV0320,S0069,P040,2026-08-12T11:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0321,S0069,P040,2026-08-12T11:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0322,S0069,P040,2026-08-12T11:20:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0323,S0070,P029,2026-08-13T15:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0324,S0070,P029,2026-08-13T15:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0325,S0070,P029,2026-08-13T15:10:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0326,S0070,P029,2026-08-13T15:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0327,S0070,P029,2026-08-13T15:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0328,S0070,P029,2026-08-13T15:10:00+09:00,feedback_submit,6,3
synthetic_course_demo,EV0329,S0071,P034,2026-08-04T19:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0330,S0071,P034,2026-08-04T19:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0331,S0071,P034,2026-08-04T19:50:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0332,S0071,P034,2026-08-04T19:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0333,S0072,P027,2026-08-05T14:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0334,S0072,P027,2026-08-05T14:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0335,S0072,P027,2026-08-05T14:30:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0336,S0072,P027,2026-08-05T14:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0337,S0072,P027,2026-08-05T14:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0338,S0072,P027,2026-08-05T14:30:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0339,S0073,P009,2026-08-06T14:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0340,S0073,P009,2026-08-06T14:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0341,S0073,P009,2026-08-06T14:20:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0342,S0073,P009,2026-08-06T14:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0343,S0073,P009,2026-08-06T14:20:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0344,S0074,P037,2026-08-07T18:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0345,S0074,P037,2026-08-07T18:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0346,S0074,P037,2026-08-07T18:40:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0347,S0075,P031,2026-08-08T10:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0348,S0075,P031,2026-08-08T10:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0349,S0075,P031,2026-08-08T10:20:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0350,S0075,P031,2026-08-08T10:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0351,S0075,P031,2026-08-08T10:20:00+09:00,routine_complete,5,
synthetic_course_demo,EV0352,S0075,P031,2026-08-08T10:20:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0353,S0076,P027,2026-08-09T11:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0354,S0076,P027,2026-08-09T11:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0355,S0076,P027,2026-08-09T11:50:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0356,S0076,P027,2026-08-09T11:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0357,S0076,P027,2026-08-09T11:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0358,S0076,P027,2026-08-09T11:50:00+09:00,feedback_submit,6,3
synthetic_course_demo,EV0359,S0077,P027,2026-08-10T11:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0360,S0077,P027,2026-08-10T11:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0361,S0077,P027,2026-08-10T11:20:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0362,S0077,P027,2026-08-10T11:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0363,S0077,P027,2026-08-10T11:20:00+09:00,routine_complete,5,
synthetic_course_demo,EV0364,S0077,P027,2026-08-10T11:20:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0365,S0078,P026,2026-08-11T18:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0366,S0078,P026,2026-08-11T18:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0367,S0078,P026,2026-08-11T18:40:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0368,S0078,P026,2026-08-11T18:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0369,S0078,P026,2026-08-11T18:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0370,S0079,P008,2026-08-12T14:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0371,S0079,P008,2026-08-12T14:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0372,S0079,P008,2026-08-12T14:50:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0373,S0080,P019,2026-08-13T16:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0374,S0080,P019,2026-08-13T16:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0375,S0080,P019,2026-08-13T16:10:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0376,S0080,P019,2026-08-13T16:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0377,S0080,P019,2026-08-13T16:10:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0378,S0081,P039,2026-08-04T14:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0379,S0081,P039,2026-08-04T14:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0380,S0081,P039,2026-08-04T14:50:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0381,S0082,P014,2026-08-05T17:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0382,S0082,P014,2026-08-05T17:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0383,S0082,P014,2026-08-05T17:40:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0384,S0083,P034,2026-08-06T13:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0385,S0083,P034,2026-08-06T13:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0386,S0083,P034,2026-08-06T13:10:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0387,S0084,P031,2026-08-07T19:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0388,S0084,P031,2026-08-07T19:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0389,S0084,P031,2026-08-07T19:40:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0390,S0085,P035,2026-08-08T10:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0391,S0085,P035,2026-08-08T10:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0392,S0085,P035,2026-08-08T10:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0393,S0085,P035,2026-08-08T10:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0394,S0085,P035,2026-08-08T10:50:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0395,S0086,P033,2026-08-09T11:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0396,S0086,P033,2026-08-09T11:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0397,S0086,P033,2026-08-09T11:10:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0398,S0086,P033,2026-08-09T11:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0399,S0086,P033,2026-08-09T11:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0400,S0086,P033,2026-08-09T11:10:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0401,S0087,P032,2026-08-10T14:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0402,S0087,P032,2026-08-10T14:00:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0403,S0087,P032,2026-08-10T14:00:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0404,S0087,P032,2026-08-10T14:00:00+09:00,routine_start,4,
synthetic_course_demo,EV0405,S0087,P032,2026-08-10T14:00:00+09:00,routine_complete,5,
synthetic_course_demo,EV0406,S0087,P032,2026-08-10T14:00:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0407,S0088,P038,2026-08-11T17:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0408,S0088,P038,2026-08-11T17:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0409,S0088,P038,2026-08-11T17:10:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0410,S0088,P038,2026-08-11T17:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0411,S0088,P038,2026-08-11T17:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0412,S0088,P038,2026-08-11T17:10:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0413,S0089,P026,2026-08-12T11:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0414,S0089,P026,2026-08-12T11:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0415,S0089,P026,2026-08-12T11:40:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0416,S0089,P026,2026-08-12T11:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0417,S0089,P026,2026-08-12T11:40:00+09:00,routine_complete,5,
synthetic_course_demo,EV0418,S0089,P026,2026-08-12T11:40:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0419,S0090,P016,2026-08-13T12:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0420,S0090,P016,2026-08-13T12:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0421,S0090,P016,2026-08-13T12:30:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0422,S0090,P016,2026-08-13T12:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0423,S0090,P016,2026-08-13T12:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0424,S0090,P016,2026-08-13T12:30:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0425,S0091,P031,2026-08-04T20:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0426,S0091,P031,2026-08-04T20:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0427,S0091,P031,2026-08-04T20:30:00+09:00,recommendation_view,3,admin
synthetic_course_demo,EV0428,S0091,P031,2026-08-04T20:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0429,S0091,P031,2026-08-04T20:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0430,S0091,P031,2026-08-04T20:30:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0431,S0092,P024,2026-08-05T19:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0432,S0092,P024,2026-08-05T19:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0433,S0092,P024,2026-08-05T19:30:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0434,S0092,P024,2026-08-05T19:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0435,S0092,P024,2026-08-05T19:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0436,S0092,P024,2026-08-05T19:30:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0437,S0093,P006,2026-08-06T09:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0438,S0093,P006,2026-08-06T09:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0439,S0093,P006,2026-08-06T09:20:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0440,S0093,P006,2026-08-06T09:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0441,S0094,P025,2026-08-07T13:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0442,S0094,P025,2026-08-07T13:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0443,S0094,P025,2026-08-07T13:50:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0444,S0094,P025,2026-08-07T13:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0445,S0094,P025,2026-08-07T13:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0446,S0094,P025,2026-08-07T13:50:00+09:00,feedback_submit,6,2
synthetic_course_demo,EV0447,S0095,P039,2026-08-08T13:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0448,S0095,P039,2026-08-08T13:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0449,S0095,P039,2026-08-08T13:40:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0450,S0096,P024,2026-08-09T14:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0451,S0096,P024,2026-08-09T14:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0452,S0096,P024,2026-08-09T14:30:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0453,S0096,P024,2026-08-09T14:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0454,S0097,P032,2026-08-10T14:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0455,S0097,P032,2026-08-10T14:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0456,S0097,P032,2026-08-10T14:30:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0457,S0097,P032,2026-08-10T14:30:00+09:00,routine_start,4,
synthetic_course_demo,EV0458,S0097,P032,2026-08-10T14:30:00+09:00,routine_complete,5,
synthetic_course_demo,EV0459,S0097,P032,2026-08-10T14:30:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0460,S0098,P019,2026-08-11T12:30:00+09:00,landing_view,1,
synthetic_course_demo,EV0461,S0098,P019,2026-08-11T12:30:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0462,S0098,P019,2026-08-11T12:30:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0463,S0099,P036,2026-08-12T15:40:00+09:00,landing_view,1,
synthetic_course_demo,EV0464,S0099,P036,2026-08-12T15:40:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0465,S0099,P036,2026-08-12T15:40:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0466,S0099,P036,2026-08-12T15:40:00+09:00,routine_start,4,
synthetic_course_demo,EV0467,S0100,P037,2026-08-13T18:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0468,S0100,P037,2026-08-13T18:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0469,S0100,P037,2026-08-13T18:20:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0470,S0100,P037,2026-08-13T18:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0471,S0100,P037,2026-08-13T18:20:00+09:00,routine_complete,5,
synthetic_course_demo,EV0472,S0100,P037,2026-08-13T18:20:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0473,S0101,P039,2026-08-04T16:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0474,S0101,P039,2026-08-04T16:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0475,S0101,P039,2026-08-04T16:10:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0476,S0101,P039,2026-08-04T16:10:00+09:00,routine_start,4,
synthetic_course_demo,EV0477,S0101,P039,2026-08-04T16:10:00+09:00,routine_complete,5,
synthetic_course_demo,EV0478,S0101,P039,2026-08-04T16:10:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0479,S0102,P023,2026-08-05T12:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0480,S0102,P023,2026-08-05T12:10:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0481,S0102,P023,2026-08-05T12:10:00+09:00,recommendation_view,3,exercise
synthetic_course_demo,EV0482,S0103,P034,2026-08-06T15:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0483,S0103,P034,2026-08-06T15:20:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0484,S0103,P034,2026-08-06T15:20:00+09:00,recommendation_view,3,study
synthetic_course_demo,EV0485,S0103,P034,2026-08-06T15:20:00+09:00,routine_start,4,
synthetic_course_demo,EV0486,S0103,P034,2026-08-06T15:20:00+09:00,feedback_submit,6,4
synthetic_course_demo,EV0487,S0104,P020,2026-08-07T12:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0488,S0104,P020,2026-08-07T12:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0489,S0104,P020,2026-08-07T12:50:00+09:00,recommendation_view,3,recovery
synthetic_course_demo,EV0490,S0104,P020,2026-08-07T12:50:00+09:00,routine_start,4,
synthetic_course_demo,EV0491,S0104,P020,2026-08-07T12:50:00+09:00,routine_complete,5,
synthetic_course_demo,EV0492,S0104,P020,2026-08-07T12:50:00+09:00,feedback_submit,6,5
synthetic_course_demo,EV0493,S0105,,2026-08-09T13:15:00+09:00,landing_view,1,
synthetic_course_demo,EV0494,S0105,,2026-08-09T13:15:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0495,S0106,,2026-08-10T13:22:00+09:00,landing_view,1,
synthetic_course_demo,EV0496,S0106,,2026-08-10T13:22:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0497,S0107,,2026-08-11T13:29:00+09:00,landing_view,1,
synthetic_course_demo,EV0498,S0107,,2026-08-11T13:29:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0499,S0108,,2026-08-12T13:36:00+09:00,landing_view,1,
synthetic_course_demo,EV0500,S0108,,2026-08-12T13:36:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0501,S0109,,2026-08-13T13:43:00+09:00,landing_view,1,
synthetic_course_demo,EV0502,S0109,,2026-08-13T13:43:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0503,S0110,,2026-08-04T13:50:00+09:00,landing_view,1,
synthetic_course_demo,EV0504,S0110,,2026-08-04T13:50:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0505,S0111,,2026-08-05T13:57:00+09:00,landing_view,1,
synthetic_course_demo,EV0506,S0111,,2026-08-05T13:57:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0507,S0112,,2026-08-06T13:04:00+09:00,landing_view,1,
synthetic_course_demo,EV0508,S0112,,2026-08-06T13:04:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0509,S0113,,2026-08-07T13:11:00+09:00,landing_view,1,
synthetic_course_demo,EV0510,S0113,,2026-08-07T13:11:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0511,S0114,,2026-08-08T13:18:00+09:00,landing_view,1,
synthetic_course_demo,EV0512,S0114,,2026-08-08T13:18:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0513,S0115,,2026-08-09T13:25:00+09:00,landing_view,1,
synthetic_course_demo,EV0514,S0115,,2026-08-09T13:25:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0515,S0116,,2026-08-10T13:32:00+09:00,landing_view,1,
synthetic_course_demo,EV0516,S0116,,2026-08-10T13:32:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0517,S0117,,2026-08-11T13:39:00+09:00,landing_view,1,
synthetic_course_demo,EV0518,S0117,,2026-08-11T13:39:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0519,S0118,,2026-08-12T13:46:00+09:00,landing_view,1,
synthetic_course_demo,EV0520,S0118,,2026-08-12T13:46:00+09:00,routine_builder_start,2,
synthetic_course_demo,EV0521,S0119,,2026-08-13T13:53:00+09:00,landing_view,1,
synthetic_course_demo,EV0522,S0120,,2026-08-04T13:00:00+09:00,landing_view,1,
synthetic_course_demo,EV0523,S0121,,2026-08-05T13:07:00+09:00,landing_view,1,
synthetic_course_demo,EV0524,S0122,,2026-08-06T13:14:00+09:00,landing_view,1,
synthetic_course_demo,EV0525,S0123,,2026-08-07T13:21:00+09:00,landing_view,1,
synthetic_course_demo,EV0526,S0124,,2026-08-08T13:28:00+09:00,landing_view,1,
synthetic_course_demo,EV0527,S0125,,2026-08-09T13:35:00+09:00,landing_view,1,
synthetic_course_demo,EV0528,S0126,,2026-08-10T13:42:00+09:00,landing_view,1,
synthetic_course_demo,EV0529,S0127,,2026-08-11T13:49:00+09:00,landing_view,1,
synthetic_course_demo,EV0530,S0128,,2026-08-12T13:56:00+09:00,landing_view,1,
synthetic_course_demo,EV0531,S0129,,2026-08-13T13:03:00+09:00,landing_view,1,
synthetic_course_demo,EV0532,S0130,,2026-08-04T13:10:00+09:00,landing_view,1,
synthetic_course_demo,EV0533,S0131,,2026-08-05T13:17:00+09:00,landing_view,1,
synthetic_course_demo,EV0534,S0132,,2026-08-06T13:24:00+09:00,landing_view,1,
synthetic_course_demo,EV0535,S0133,,2026-08-07T13:31:00+09:00,landing_view,1,
synthetic_course_demo,EV0536,S0134,,2026-08-08T13:38:00+09:00,landing_view,1,
synthetic_course_demo,EV0537,S0135,,2026-08-09T13:45:00+09:00,landing_view,1,
synthetic_course_demo,EV0538,S0136,,2026-08-10T13:52:00+09:00,landing_view,1,
synthetic_course_demo,EV0539,S0137,,2026-08-11T13:59:00+09:00,landing_view,1,
synthetic_course_demo,EV0540,S0138,,2026-08-12T13:06:00+09:00,landing_view,1,
synthetic_course_demo,EV0541,S0139,,2026-08-13T13:13:00+09:00,landing_view,1,
synthetic_course_demo,EV0542,S0140,,2026-08-04T13:20:00+09:00,landing_view,1,
synthetic_course_demo,EV0543,S0141,,2026-08-05T13:27:00+09:00,landing_view,1,
synthetic_course_demo,EV0544,S0142,,2026-08-06T13:34:00+09:00,landing_view,1,
